texto;";";classe
" Indústria 'empurra' novas drogas, sem garantir que são melhores que antigas"" Interesses comerciais acabam muitas vezes atrapalhando tratamentos. Opinião é de psquiatra americano, em artigo no jornal """"""""New York Times"""""""".""""""""""";";";alegria
 Imagem da Nasa mostra ônibus espacial como 'mosquinha' sobre o Sol Cena impressionante foi obtida durante viagem da nave para o Hubble. Astronautas têm missão de 11 dias de duração para reparar telescópio.;";";alegria
 Cafeína pode não ser a responsável pelo 'efeito despertador' do café Impressão de que substância ajuda pode estar ligada a simples vício nela. Quando comparada com placebo, cafeína pouco alterou o organismo.;";";alegria
 Onça obesa terá a pata operada em Guarulhos Objetivo é reabilitar a pata com o implante de fios cirúrgicos. Animal rompeu ligamento por causa de sedentarismo e obesidade.;";";alegria
 Felizes, girafas Zagallo e Beija-Céu comemoram 1 ano de casamento Festa acontece no sábado (16) no zoológico do Rio. Bolo será de cenoura recheado com jiló, abóbora, ração e banana.;";";alegria
 Estatueta de 'gordinha sexy' é mais antiga escultura do mundo, com 40 mil anos Objeto que mede apenas 6 cm vem de caverna no sudoeste da Alemanha. Figura de marfim de mamute pode ter servido como amuleto de fertilidade.;";";alegria
 Cientistas mostram que origem espontânea da vida na Terra é viável Experiências químicas mostram como poderiam surgir moléculas de RNA. Elas agiriam como 'faz-tudo' que impulsionaria as primeiras formas de vida.;";";alegria
 Lucro dos bancos cai 38,1% no primeiro trimestre, para R$ 7,5 bilhões Segundo BC, setor bancário lucrou R$ 12,2 bi no 1º trimestre de 2008. Mesmo assim, autoridade monetária avalia que bancos são 'resistentes'.;";";alegria
 Fiat deverá ‘atacar’ mercado norte-americano com o Cinquecento Especialistas comentam a expansão da montadora italiana nos EUA. Desafio tecnológico de Fiat e Chrysler será reduzir emissões.;";";alegria
 Após superar US$ 73, petróleo fecha em baixa em Londres e Nova York Barril negociado para entrega em julho fechou em US$ 72,04 em NY. Opep ampliou sua previsão de queda da demanda diária de petróleo.;";";alegria
 GM está perto de vender a Saab para sueca Koenigsegg, diz jornal Venda de marcas deficitárias faz parte da estratégia da GM. Koenigsegg produz carros esportivos de alta performance.;";";alegria
 Intervenções no mercado são temporárias, diz assessor da Casa Branca Obama não quer 'controlar bancos, seguradoras ou montadoras', disse. Objetivo é resgatar mercado dos próprios excessos, segundo Summers.;";";alegria
 GM faz acordo com 95% das concessionárias nos Estados Unidos Lojas tinham até hoje para decidir se continuariam na rede. Montadora tem planos de fechar 1.280 concessionárias no país.;";";alegria
 Confiança do consumidor nos EUA melhora em junho Índice, calculado pela Universidade de Michigan, ficou abaixo do esperado. Otimismo é maior para o momento atual do que para próximos seis meses.;";";alegria
 Vale negocia preço do minério de ferro com siderúrgicas chinesas Empresa brasileira fechou acordo na quarta com japonesas e coreanas. Vale havia dito que só retomaria negociações depois das concorrentes.;";";alegria
 'Dados do IBGE mostram uma guinada para cima importante', diz Lula Ele disse que ficou feliz com PIB melhor que esperado por adversários. ‘Pânico’ de alguns setores da economia aumentou crise, disse presidente.;";";alegria
 Obama anuncia ajuda de US$ 73 milhões para o Zimbábue Anúncio foi feito após encontro com premiê do país africano. Dinheiro não vai passar pelo governo do presidente Mugabe.;";";alegria
 Atividade da indústria de São Paulo cai 1,6% em abril, aponta Fiesp Queda desconsidera o ajuste sazonal das diferenças entre os meses. Com o fator levado em consideração, índice teve leve alta de 0,1%.;";";alegria
 Time Warner anuncia que vai separar atividades da America Online Aguardada cisão deve ser realizada ainda neste ano. Com isso, AOL voltará a ser independente e terá ações na bolsa.;";";alegria
 Vendas em supermercados crescem 6,6% em abril, aponta Abras Valor da cesta de 35 produtos mais consumidos subiu 0,4% no mês. Resultado de abril foi influenciado pela Páscoa, segundo associação.;";";alegria
 Setor público economizou R$ 12,494 bilhões em abril, informa BC Dados se referem ao superávit primário dos governos. Dívida líquida do setor público aumentou para 38,4% do PIB em abril.;";";alegria
 Mantega admite de novo que Brasil entrará em 'recessão técnica' Recessão se caracteriza por dois trimestres seguidos de queda no PIB. PIB caiu no último trimestre e ministro vê novo recuo 1º trimestre de 2009.;";";alegria
 Mantega alerta que crise financeira ainda não acabou Economias avançadas terão 'PIB fraco' por dois ou três anos, diz. Mantega já vê recuperação no Brasil desde o final de março.;";";alegria
 Auxílio-desemprego nos EUA bate recorde pela 17ª vez No país, número de pessoas recebem o benfício chegou a 6,788 milhões. Novos pedidos por bens duráveis subiram 1,9% em abril.;";";alegria
 Perto da concordata, GM já é chamada de 'Governo Motors' Plano do Tesouro dos EUA prevê controle de 70% da montadora. Governo planeja injetar mais US$ 50 bilhões para viabilizar a empresa.;";";alegria
 Produtos infantis chineses não cumprem normas, diz jornal Apenas 53,5% das roupas analisadas cumpriam os requisitos. Entre os brinquedos fabricados em Guangdong, 95% cumprem as normas.;";";alegria
 Taxa de desemprego recua na Alemanha Parte da baixa, no entanto, foi provocada por mudança no cálculo. Número de desempregados registrou queda de 127 mil em maio.;";";alegria
 Porto Velho assina acordo com consórcio de Jirau Empresa fará investimentos compensatórios no município. Pendência impedia liberação de licença do Ibama.;";";alegria
 STF nega ação que pedia a revogação de artigos da Lei de Falências PDT questionava limite para crédito trabalhista e isenção ao comprador. Lei isenta o novo dono de obrigações trabalhistas sobre a empresa falida.;";";alegria
 Ipea prevê queda de 14% na produção industrial em abril Retração se refere à comparação com o mesmo mês de 2008. Dados oficiais sobre do indicador sairão pelo IBGE, em 1º de junho.;";";alegria
 Inflação na zona do euro bate recorde de baixa em abril Taxa foi de 0,6% em abril deste ano frente ao mesmo mês do ano passado. Na comparação com março, alta foi de 0,4%.;";";alegria
 Salão do Automóvel de Pequim é marcado por alta das vendas na China Venda de veículos no país apontou alta de 25%, apesar da crise mundial. General Motors pretende exportar carros da China para os Estados Unidos.;";";alegria
 VCP tem prejuízo de R$ 6 milhões no trimestre Companhia registrou recorde de vendas de celulose no trimestre. VCP está se unindo com a Aracruz.;";";alegria
 Turismo de Santa Catarina superou tragédia, diz secretário Há seis meses, chuvas e desmoronamentos mataram mais de 120 pessoas. Turismo representa 12,5% do PIB do estado.;";";alegria
 Leia os principais momentos do chat do G1 e tire dúvidas sobre a poupança Economista da FAAP tirou dúvidas enviadas pelos internautas. 'Não é o momento de ficar preocupado', afirmou.;";";alegria
 Ministro prevê crescimento inferior a 2% neste ano Guido Mantega prevê alta do PIB no intervalo entre 0% e 2%. 'Qualquer valor nesse interregno é razoável para o país', disse.;";";alegria
" Ex-diretor nega atos secretos no Senado"" Agaciel Maia diz que pode ter havido """"""""falha na publicação"""""""". Procurador deseja que TCU investigue denúncias.""""""""""";";";alegria
 Senador do Piauí se recupera bem após cirurgia de redução de estômago em SP Heráclito Fortes (DEM) já caminha pelos corredores de hospital. Assessoria diz que senador deve ficar de licença por uma semana.;";";alegria
 'Todos nós somos o cara', diz Lula em Sergipe Lula inaugurou centro de educação profissional em Aracaju. Presidente anunciou também a construção de 11 mil casas.;";";alegria
 Senador do Piauí sofre cirurgia de redução de estômago em SP Heráclito Fortes (DEM) passa bem e ainda está na UTI. Assessoria diz que senador deve ficar de licença por uma semana.;";";alegria
 Prouni é 'milagre' na educação e vai beneficiar 720 mil até 2010, diz Lula Segundo presidente, hoje são 545 mil os universitários beneficiados. Ele disse ainda que no governo é 'proibido' dizer que educação é gasto.;";";alegria
 Ato secreto autorizou pagamento de horas extras no Senado Tribunal de Contas da União (TCU) investigará denúncia. Senadores pedem punição de servidores envolvidos.;";";alegria
 Vice José Alencar faz exames médicos em São Paulo Vice-presidente faz tratamento contra um câncer. Ele está usando novo medicamento, em fase de pesquisa.;";";alegria
 Supremo exclui dez testemunhas do exterior indicadas por réus do mensalão Decisão foi adotada após réus se recusarem a custear carta rogatória. STF autorizou depoimentos de três testemunhas de Valério e Dirceu.;";";alegria
 Lula e Serra se reúnem em Brasília Governador de São Paulo esteve no gabinete da Presidência nesta quarta. Planalto e assessoria de Serra não informaram pauta do encontro.;";";alegria
 Pai biológico de Sean está no plenário do STF para acompanhar julgamento No último dia 2, Supremo suspendeu ida do garoto para os EUA. Ministros vão decidir se ação para que ele fique no Brasil é legítima.;";";alegria
 CNJ proíbe magistrados de usar carros oficiais nos fins de semana e feriados Resolução também veta o uso dos veículos por familiares de juízes. Regra é válida para todo o Judiciário, menos ministros do STF.;";";alegria
 Senadores com imóvel em Brasília continuarão recebendo auxílio-moradia Mão Santa (PMDB-PI) afirma que benefício é para todos. José Sarney (PMDB-AP), não precisaria, mas vai devolver.;";";alegria
 Minc reclama de outros ministros a Lula Segundo ele, sua pasta estaria sendo 'desrespeitada' por colegas. Minc afirmou que o presidente ficou de conversar com os ministros.;";";alegria
 Senadores terão que devolver verba irregular de auxílio-moradia Presidente da Casa, José Sarney (PMDB-AP), terá desconto em folha. Mesa Diretora corrigiu erro administrativo e legalizou benefício.;";";alegria
 Presidente do Senado reconhece recebimento irregular de auxílio-moradia José Sarney recebe desde o ano passado mesmo tendo imóvel no DF. Ele mandou cancelar seu benefício e prometeu novas regras.;";";alegria
 TSE julga nesta quinta processo de cassação do governador de SC Luiz Henrique é acusado por propaganda irregular na campanha de 2006. Ao G1, em 2007, a assessoria do governador negou irregularidades.;";";alegria
 Após indicação de integrantes, governo e oposição disputam cargos em CPI CPI da Petrobras no Senado começará a funcionar na terça (2). Das 11 vagas, três serão da oposição e oito, dos governistas.;";";alegria
 'Para mim, não existiu', diz Aldo Rebelo sobre mensalão Deputado prestou depoimento como testemunha de Dirceu e Jefferson. Até 5 de junho, 96 testemunhas serão ouvidas em SP.;";";alegria
 Nos EUA, Alencar obtém autorização para passar por novo tratamento contra câncer Vice-presidente receberá novo medicamento. Tratamento ataca células que provocam o tumor.;";";alegria
 Lula sanciona lei sobre transparência nos gastos públicos Projeto prevê divulgação em tempo real de União, estados e municípios. Prazo para adaptação vai de um a quatro anos.;";";alegria
 Presidência recebe lista de candidatos a procurador-geral da República Lula nomeará até junho sucessor de Antonio Fernando de Souza. Conheça o perfil e opiniões de indicados por entidade ao cargo.;";";alegria
 Sarney marca instalação da CPI para a próxima terça-feira Com decisão, definição dos cargos-chave ficou para a próxima semana. Governo e oposição disputam comando da investigação.;";";alegria
